番号,百景,ポイント,説明,緯度,経度,写真,画像URL1,画像URL2,画像URL3,画像URL4,画像URL5
67_3,竜神伝説　夜叉ヶ池,岩谷のトチノキ,"夜叉ヶ池（やしゃがいけ）は、福井県と岐阜県の境、三国ヶ岳の北側、周囲は原生林におおわれた標高1,090mの山頂付近にある周囲約230m、最深7.8mの池です。古来より竜神伝説や雨乞いの池として名高く、毎年６月初旬に山開きの神事が行われ、四季折々に姿を変える夜叉ヶ池は、とても神秘的で多くの人々が訪れます。",35.679646,136.280502,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/673.jpg,,,,
67_4,竜神伝説　夜叉ヶ池,今庄のカツラ,"夜叉ヶ池（やしゃがいけ）は、福井県と岐阜県の境、三国ヶ岳の北側、周囲は原生林におおわれた標高1,090mの山頂付近にある周囲約230m、最深7.8mの池です。古来より竜神伝説や雨乞いの池として名高く、毎年６月初旬に山開きの神事が行われ、四季折々に姿を変える夜叉ヶ池は、とても神秘的で多くの人々が訪れます。",35.679783,136.271713,,,,,,
68_1,今に伝わる　明治の石積み砂防堰堤,アカタン砂防大平ミズヤ上堰堤,県内には、明治時代に築造されてから、100年以上たった今もその機能を発揮している砂防堰堤（えんてい）があります。石と石との間をコンクリートなどで固めずに、石をうまく組合せて積む空石積工法の堰堤は、自然の地形かと見間違えそうなほど周囲の自然景観と溶け込みながらその役割を果たし続けています。,35.773849,136.258972,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/681.jpg,,,,
68_2,今に伝わる　明治の石積み砂防堰堤,アカタン砂防８号堰堤,県内には、明治時代に築造されてから、100年以上たった今もその機能を発揮している砂防堰堤（えんてい）があります。石と石との間をコンクリートなどで固めずに、石をうまく組合せて積む空石積工法の堰堤は、自然の地形かと見間違えそうなほど周囲の自然景観と溶け込みながらその役割を果たし続けています。,35.783077,136.267242,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/682.jpg,,,,
68_3,今に伝わる　明治の石積み砂防堰堤,アカタン砂防堰堤の保全活動,県内には、明治時代に築造されてから、100年以上たった今もその機能を発揮している砂防堰堤（えんてい）があります。石と石との間をコンクリートなどで固めずに、石をうまく組合せて積む空石積工法の堰堤は、自然の地形かと見間違えそうなほど周囲の自然景観と溶け込みながらその役割を果たし続けています。,35.782413,136.267166,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/683.jpg,,,,
68_4,今に伝わる　明治の石積み砂防堰堤,高倉谷川砂防ハイクの様子,県内には、明治時代に築造されてから、100年以上たった今もその機能を発揮している砂防堰堤（えんてい）があります。石と石との間をコンクリートなどで固めずに、石をうまく組合せて積む空石積工法の堰堤は、自然の地形かと見間違えそうなほど周囲の自然景観と溶け込みながらその役割を果たし続けています。,35.779804,136.31192,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/684.jpg,,,,
69_1,海の道と馬借街道の中継港　河野　,河野の家並み,南越前町河野は、江戸から明治時代にかけて行き交った北前船の船主を輩出した集落です。船主の邸宅は山側の旧道沿いに建ち並び、その家並みは往時の繁栄ぶりを偲ぶことができる景観です。また、交通の要所であった木ノ芽峠を通らず、敦賀から海路で河野浦に渡り、そこから陸路で府中（現越前市）に物資を運んでいた馬借（ばしゃく）街道が残っており、生活を支えていた光景を偲ぶことができます。,35.826618,136.067749,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/691.jpg,,,,
69_2,海の道と馬借街道の中継港　河野　,家並みのライトアップ,南越前町河野は、江戸から明治時代にかけて行き交った北前船の船主を輩出した集落です。船主の邸宅は山側の旧道沿いに建ち並び、その家並みは往時の繁栄ぶりを偲ぶことができる景観です。また、交通の要所であった木ノ芽峠を通らず、敦賀から海路で河野浦に渡り、そこから陸路で府中（現越前市）に物資を運んでいた馬借（ばしゃく）街道が残っており、生活を支えていた光景を偲ぶことができます。,35.826878,136.067566,,,,,,
69_3,海の道と馬借街道の中継港　河野　,北前船主の館　右近家、右上が西洋館,南越前町河野は、江戸から明治時代にかけて行き交った北前船の船主を輩出した集落です。船主の邸宅は山側の旧道沿いに建ち並び、その家並みは往時の繁栄ぶりを偲ぶことができる景観です。また、交通の要所であった木ノ芽峠を通らず、敦賀から海路で河野浦に渡り、そこから陸路で府中（現越前市）に物資を運んでいた馬借（ばしゃく）街道が残っており、生活を支えていた光景を偲ぶことができます。,35.826042,136.067856,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/693.jpg,,,,
69_4,海の道と馬借街道の中継港　河野　,越前・河野しおかぜライン,南越前町河野は、江戸から明治時代にかけて行き交った北前船の船主を輩出した集落です。船主の邸宅は山側の旧道沿いに建ち並び、その家並みは往時の繁栄ぶりを偲ぶことができる景観です。また、交通の要所であった木ノ芽峠を通らず、敦賀から海路で河野浦に渡り、そこから陸路で府中（現越前市）に物資を運んでいた馬借（ばしゃく）街道が残っており、生活を支えていた光景を偲ぶことができます。,35.811966,136.076401,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/694.jpg,,,,
69_5,海の道と馬借街道の中継港　河野　,明治まで荷が行き交った馬借街道,南越前町河野は、江戸から明治時代にかけて行き交った北前船の船主を輩出した集落です。船主の邸宅は山側の旧道沿いに建ち並び、その家並みは往時の繁栄ぶりを偲ぶことができる景観です。また、交通の要所であった木ノ芽峠を通らず、敦賀から海路で河野浦に渡り、そこから陸路で府中（現越前市）に物資を運んでいた馬借（ばしゃく）街道が残っており、生活を支えていた光景を偲ぶことができます。,35.871281,136.114777,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/695.jpg,,,,
70_1,山を越え海を越えた鉄道　今庄～敦賀,小刀根トンネル,敦賀市から南越前町にかけては、福井の発展を支えた近現代の数多くの鉄道景観を見ることができます。敦賀市刀根の集落付近には、旧北陸本線（昭和３９年廃止）の路線が通っていた小刀根トンネルが往時を偲ばせる姿で残されており、トンネル上部には「明治１４年」と刻まれた要石が現在も残っています。,35.60445,136.150146,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/701.jpg,,,,
70_2,山を越え海を越えた鉄道　今庄～敦賀,山中トンネル,敦賀市から南越前町にかけては、福井の発展を支えた近現代の数多くの鉄道景観を見ることができます。敦賀市刀根の集落付近には、旧北陸本線（昭和３９年廃止）の路線が通っていた小刀根トンネルが往時を偲ばせる姿で残されており、トンネル上部には「明治１４年」と刻まれた要石が現在も残っています。,35.756054,136.111206,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/702.jpg,,,,
70_3,山を越え海を越えた鉄道　今庄～敦賀,再現された旧敦賀港駅舎,敦賀市から南越前町にかけては、福井の発展を支えた近現代の数多くの鉄道景観を見ることができます。敦賀市刀根の集落付近には、旧北陸本線（昭和３９年廃止）の路線が通っていた小刀根トンネルが往時を偲ばせる姿で残されており、トンネル上部には「明治１４年」と刻まれた要石が現在も残っています。,35.660748,136.072769,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/703.jpg,,,,
70_4,山を越え海を越えた鉄道　今庄～敦賀,ランプ小屋,敦賀市から南越前町にかけては、福井の発展を支えた近現代の数多くの鉄道景観を見ることができます。敦賀市刀根の集落付近には、旧北陸本線（昭和３９年廃止）の路線が通っていた小刀根トンネルが往時を偲ばせる姿で残されており、トンネル上部には「明治１４年」と刻まれた要石が現在も残っています。,35.663242,136.075714,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/704.jpg,,,,
70_5,山を越え海を越えた鉄道　今庄～敦賀,沖合いから見る敦賀港,敦賀市から南越前町にかけては、福井の発展を支えた近現代の数多くの鉄道景観を見ることができます。敦賀市刀根の集落付近には、旧北陸本線（昭和３９年廃止）の路線が通っていた小刀根トンネルが往時を偲ばせる姿で残されており、トンネル上部には「明治１４年」と刻まれた要石が現在も残っています。,35.664722,136.06662,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/705.jpg,,,,
